RA,DEC,P(S),Fpeak,Fin,RMS,Maj,Min,PA,Maj,Min,PA,Field
9 36 47.096,63 12 7.84,0.014,7.57,7.64,0.165,0.92,0,58.5,5.48,5.37,58.5,09360+63011J
14 56 27.983,63 12 7.5,0.014,16.31,16.02,0.135,0,0,0,5.38,5.32,0,14540+63011R
17 1 3.585,63 12 7.45,0.014,2.78,2.41,0.151,1.86,0,22.6,5.71,4.42,22.6,17000+63011J
8 48 56.332,63 12 6.1,0.014,2.18,3.09,0.172,5.14,1.25,57.5,7.45,5.54,57.5,08480+63011N
7 28 46.606,63 12 4.18,0.275,1.19,1.15,0.15,6.09,0,9,8.14,3.45,9,07300+63011J
7 17 3.499,63 12 4.01,0.014,38.66,39.62,0.153,1.26,0,7.4,5.55,5.39,7.4,07180+63011J
8 48 55.198,63 12 3.52,0.792,1.23,6.82,0.172,16.81,7.42,159.5,17.65,9.18,159.5,08480+63011N
12 59 45.088,63 12 3.22,0.014,5.9,12.44,0.154,7.78,3.61,85.8,9.47,6.49,85.8,13000+63011J
8 6 17.614,63 12 2.83,0.014,1.83,1.76,0.18,0,0,178,5.31,5.29,178,08060+63011R
11 50 28.131,63 12 2.19,0.014,4.3,5.33,0.137,3.84,0.8,164.5,6.62,5.46,164.5,11480+63011M
13 16 15.074,63 12 1.43,0.014,1.7,1.45,0.146,0.23,0,0.7,5.4,4.59,0.7,13180+63011N
8 49 43.034,63 12 1.28,0.272,1.19,2.72,0.154,6.86,5.4,24.7,8.73,7.64,24.7,08480+63011N
17 1 4.322,63 12 0.86,0.014,4.79,6.47,0.151,4.97,0,168,7.34,5.37,168,17000+63011J
7 46 56.382,63 12 0.74,0.014,32.54,33.61,0.153,1.81,0,25.3,5.7,5.29,25.3,07480+63011M
16 10 57.399,63 12 0.47,0.014,2.68,3.13,0.154,3.4,0,43.7,6.38,5.33,43.7,16120+63011J
15 31 0.278,63 11 59.56,0.093,1.29,0.77,0.152,0,0,39.4,5.02,3.47,39.4,15300+63011J
12 13 41.589,63 11 59.26,0.429,1.01,2.05,0.143,6.86,4.03,164.7,8.73,6.74,164.7,12120+63011J
12 59 48.589,63 11 59.19,0.602,1.02,5.84,0.154,12.4,11.07,162.1,13.52,12.32,162.1,13000+63011J
14 50 43.87,63 11 58.94,0.862,1.76,2.1,0.294,6.71,0,116.9,8.62,4.05,116.9,14480+63011R
15 5 53.336,63 11 58.84,0.014,10.26,10.67,0.149,1.91,0,26.6,5.73,5.29,26.6,15060+63011J
7 11 40.622,63 11 58.45,0.014,1.64,1.51,0.155,1.17,0,158.2,5.53,4.86,158.2,07120+63011J
12 36 32.46,63 11 57.44,0.014,35.81,58.74,0.154,6.83,1.01,21.1,8.71,5.49,21.1,12360+63011J
13 34 47.446,63 11 56.04,0.014,134.23,151.7,0.151,2.59,1.06,76.4,5.99,5.5,76.4,13360+63011J
17 30 44.022,63 11 55.82,0.014,2.82,2.66,0.148,2.1,0,23.3,5.79,4.74,23.3,17300+63011J
15 49 19.884,63 11 54.69,0.014,23.61,24.22,0.179,1.25,0,27.1,5.54,5.39,27.1,15480+63011J
11 2 8.315,63 11 54.52,0.014,7.31,7.95,0.141,2.01,1.07,168.3,5.76,5.5,168.3,11000+63011J
8 59 12.537,63 11 54.42,0.014,2.92,5,0.155,7.01,1.61,63.7,8.85,5.63,63.7,09000+63011N
13 6 34.62,63 11 54.39,0.589,1.12,0.71,0.156,0,0,180,4.43,4.19,180,13060+63285J
16 49 31.127,63 11 53.83,0.014,1.56,1.23,0.145,0.87,0,53.5,5.47,4.2,53.5,16480+63011N
12 34 17.544,63 11 53.58,0.014,2.19,1.84,0.143,1.84,0,44.4,5.71,4.29,44.4,12360+63011J
7 5 38.065,63 11 53.29,0.014,26.04,26.66,0.154,1.31,0,10.8,5.56,5.37,10.8,07060+63011J
11 32 41.234,63 11 53.11,0.258,2.47,7.34,0.304,13.76,2.28,88.3,14.78,5.86,88.3,11300+63011R
16 49 29.091,63 11 53.11,0.014,6.39,9.11,0.145,5.1,1.47,98.6,7.43,5.6,98.6,16480+63011N
11 11 21.423,63 11 52.94,0.014,1.29,1.2,0.151,5.25,0,34,7.53,3.64,34,11120+63011J
8 15 34.735,63 11 50.75,0.014,34.19,36.23,0.139,1.6,0.97,7.8,5.63,5.49,7.8,08180+63011R
14 42 29.086,63 11 50.48,0.48,1.22,1.26,0.189,5.05,0,155.9,7.39,4.05,155.9,14420+63011N
10 58 38.859,63 11 49.11,0.014,2.86,3.74,0.148,4.62,0,59.1,7.11,5.36,59.1,11000+63011J
14 33 24.116,63 11 48.32,0.014,17.59,17.84,0.14,1.03,0,24.8,5.5,5.38,24.8,14360+63011N
7 7 28.106,63 11 47.8,0.014,1.5,1.36,0.149,2.85,0,2.3,6.1,4.29,2.3,07060+63011J
15 22 36.384,63 11 47.8,0.21,1,1.71,0.148,6.63,2.17,141.7,8.55,5.82,141.7,15240+63011J
8 9 31.245,63 11 47.53,0.014,9.55,12.23,0.259,3.39,2.26,158.6,6.38,5.86,158.6,08120+63011R
13 47 58.575,63 11 47.09,0.014,2.79,2.46,0.15,1.43,0,28.1,5.59,4.6,28.1,13480+63011J
14 56 28.754,63 11 46.77,0.014,2.26,3.49,0.138,4.71,3.18,73.4,7.17,6.27,73.4,14540+63011R
11 24 8.046,63 11 46.25,0.014,5.44,7.73,0.148,4.35,2.55,57.2,6.93,5.97,57.2,11240+63011J
15 38 17.107,63 11 45.54,0.014,2.1,1.9,0.136,0,0,19.9,5.39,4.88,19.9,15360+63011J
7 32 35.133,63 11 45.27,0.014,3.68,5.12,0.139,4.22,2.42,162.2,6.85,5.92,162.2,07300+63011J
14 55 0.674,63 11 44.09,0.244,1.05,0.93,0.149,2.9,0,6.8,6.13,4.23,6.8,14540+63011R
11 32 51.083,63 11 43.55,0.032,4.07,4.08,0.307,1.83,0,12.5,5.7,5.14,12.5,11300+63011R
10 20 50.908,63 11 43.01,0.014,1.1,0.88,0.139,2.98,0,36.2,6.17,3.79,36.2,10240+63285J
11 32 47.687,63 11 41.78,0.014,32.95,81.08,0.306,7.85,5.25,117.8,9.53,7.53,117.8,11300+63011R
10 44 55.289,63 11 41.75,0.02,1.05,0.87,0.136,1.99,0,50,5.76,4.21,50,10420+63011J
14 51 8.435,63 11 41.68,0.324,2.21,2.53,0.283,5.14,0,116.9,7.45,4.47,116.9,14540+63011R
8 32 39.984,63 11 41.61,0.014,1.15,3.42,0.139,10.2,5.22,172,11.54,7.51,172,08300+63011R
8 26 10.503,63 11 41.56,0.014,2.15,2.27,0.166,2.21,0,118.2,5.84,5.28,118.2,08240+63011R
13 29 37.72,63 11 41.56,0.014,2.82,3.23,0.152,3.12,0,104.2,6.24,5.36,104.2,13300+63011N
8 49 42.821,63 11 41.29,0.014,2.31,13.79,0.155,17.72,7.68,102,18.53,9.39,102,08480+63011N
11 32 58.371,63 11 40.55,0.186,2.38,4.65,0.301,6.13,4.41,99.2,8.17,6.97,99.2,11300+63011R
9 44 0.336,63 11 40.16,0.014,10.76,10.68,0.146,1.29,0,27.4,5.55,5.21,27.4,09420+63011J
11 24 7.567,63 11 40.08,0.014,4.47,5.9,0.148,3.73,2.29,173.9,6.56,5.87,173.9,11240+63011J
16 3 2.231,63 11 40.06,0.168,1.03,3.09,0.136,10.75,4.85,101.4,12.03,7.26,101.4,16060+63011J
11 33 0.027,63 11 39.79,0.181,6.18,16.04,0.301,11.57,2.44,168.1,12.77,5.92,168.1,11360+63011R
14 2 34.857,63 11 39.37,0.014,1.77,1.48,0.142,1.15,0,172.2,5.52,4.41,172.2,14000+63011N
8 47 0.004,63 11 38.8,0.014,2.14,2.09,0.171,0.34,0,89.8,5.41,5.29,89.8,08480+63011N
16 3 49.746,63 11 38.46,0.014,6.55,19.71,0.139,8.67,6.69,32.3,10.22,8.59,32.3,16060+63011J
16 3 48.235,63 11 37.87,0.014,8.33,24.22,0.139,9.43,5.63,61.2,10.87,7.8,61.2,16060+63011J
8 49 44.077,63 11 37.85,0.014,11.49,19.56,0.155,4.89,4.15,83.1,7.29,6.81,83.1,08480+63011N
17 34 18.307,63 11 37.08,0.014,2.09,2.18,0.141,2.27,0,50.3,5.86,5.19,50.3,17360+63011J
13 34 38.128,63 11 36.79,0.014,23.62,38.94,0.15,6.1,2.38,68.4,8.15,5.9,68.4,13360+63011J
16 5 38.684,63 11 36.76,0.849,1.07,0.91,0.152,3.31,0,61,6.33,3.89,61,16060+63285J
11 54 15.16,63 11 36.57,0.014,1.71,1.5,0.149,3.78,0,22.9,6.59,3.87,22.9,11540+63011J
13 0 34.412,63 11 36.2,0.136,1.14,2.31,0.155,6.27,4.65,162.4,8.27,7.13,162.4,13000+63011J
11 33 0.8,63 11 35.9,0.186,2.4,8.23,0.301,18.13,0,88.5,18.92,5.29,88.5,11360+63011R
15 43 49.156,63 11 35.46,0.014,6.73,6.9,0.141,1.34,0,174.9,5.56,5.37,174.9,15420+63011J
16 12 43.471,63 11 35.39,0.014,1.74,1.82,0.153,4.07,0,58,6.76,4.5,58,16120+63011J
7 2 37.882,63 11 34.72,0.014,1.32,1.11,0.141,1.97,0,137.2,5.75,4.28,137.2,07000+63011J
7 17 25.37,63 11 34.7,0.014,1.47,1.99,0.154,5.98,0,100.2,8.06,4.88,100.2,07180+63011J
14 49 13.468,63 11 33.52,0.265,4.67,6.03,0.395,4.27,0.86,17.3,6.89,5.47,17.3,14480+63011R
12 33 37.684,63 11 33,0.097,2.49,11.76,0.136,21.14,3.27,24.4,21.82,6.31,24.4,12360+63011J
11 39 31.429,63 11 31.89,0.198,1.02,1.6,0.141,5.92,1.94,18.5,8.01,5.74,18.5,11420+63011J
16 3 45.923,63 11 31.5,0.014,25.85,29.09,0.139,2.48,1.16,77.7,5.94,5.52,77.7,16060+63011J
10 58 36.266,63 11 31.21,0.014,13.28,14.83,0.147,2.37,1.15,35.2,5.9,5.52,35.2,11000+63011J
16 3 0.349,63 11 30.52,0.016,1.19,4.34,0.137,13.74,4.77,83.9,14.77,7.21,83.9,16060+63011J
17 2 35.007,63 11 30.17,0.014,5,4.67,0.139,1.3,0,34.7,5.55,4.91,34.7,17000+63011J
10 41 2.284,63 11 29.93,0.014,1.99,1.48,0.151,0,0,47,5.15,4.2,47,10420+63011J
16 12 36.714,63 11 29.83,0.014,2,3.51,0.153,5.89,3.44,48.3,7.99,6.4,48.3,16120+63011J
10 21 26.735,63 11 29.73,0.014,2.58,2.5,0.139,0,0,0,5.37,5.27,0,10240+63011J
7 39 30.023,63 11 29.44,0.098,1.09,0.87,0.141,2.89,0,17.6,6.12,3.77,17.6,07420+63285J
14 43 32.932,63 11 29.02,0.081,2.52,2.6,0.18,4.5,0,2.3,7.03,4.28,2.3,14420+63011N
10 2 1.625,63 11 28.77,0.014,22.7,31.76,0.141,4.89,1.49,11.4,7.29,5.6,11.4,10000+63011J
17 30 0.124,63 11 28.72,0.016,1.12,0.67,0.147,0,0,98,4.61,3.79,98,17300+63011J
16 50 17.783,63 11 28.48,0.014,3.47,3.62,0.136,2.25,0,32.8,5.85,5.19,32.8,16480+63011N
16 41 56.803,63 11 28.28,0.032,2.92,2.59,0.241,1.7,0,5.9,5.66,4.57,5.9,16420+63011N
13 55 22.611,63 11 27.91,0.014,18.13,21.87,0.15,2.98,1.84,64.1,6.17,5.71,64.1,13540+63011N
7 12 6.427,63 11 27.64,0.138,1.15,0.93,0.154,1.82,0,15,5.7,4.17,15,07120+63011J
8 50 22.196,63 11 27.03,0.014,24.01,44.02,0.143,5.45,4.41,50.4,7.67,6.97,50.4,08480+63011N
12 15 40.601,63 11 26.85,0.014,1.26,1.07,0.139,1.84,0,178.6,5.7,4.33,178.6,12180+63011J
17 33 45.181,63 11 26.73,0.014,4.91,8.45,0.135,6.73,2.14,128.2,8.63,5.81,128.2,17360+63011J
16 12 41.684,63 11 26.44,0.014,2.63,3.87,0.152,6.32,0,62.4,8.31,5.15,62.4,16120+63011J
15 12 38.213,63 11 26.02,0.014,2.54,2.38,0.151,2.2,0,37.3,5.83,4.69,37.3,15120+63011J
16 25 18.34,63 11 25.97,0.163,1.16,0.99,0.149,4.6,0,17.2,7.1,3.51,17.2,16240+63011J
13 29 31.999,63 11 25.67,0.014,2,1.57,0.153,0,0,62.4,5.05,4.53,62.4,13300+63011N
12 50 28.744,63 11 25.62,0.065,1.16,1.45,0.14,5.96,0,34.8,8.04,4.59,34.8,12480+63011J
12 33 37.179,63 11 24.81,0.014,1.27,3.87,0.136,14.39,2.14,87.6,15.37,5.81,87.6,12360+63011J
16 3 44.163,63 11 23.31,0.014,10.19,36.83,0.139,10.57,7.06,31.5,11.87,8.88,31.5,16060+63011J
14 26 40.225,63 11 23.29,0.014,5.64,5.6,0.141,1.25,0,167.2,5.54,5.22,167.2,14240+63011J
8 57 34.088,63 11 23.14,0.014,12.77,18.01,0.128,3.74,3.17,69.9,6.57,6.26,69.9,09000+63011N
11 49 13.26,63 11 22.45,0.034,1.33,0.79,0.149,0,0,18.3,4.89,3.52,18.3,11480+63011M
13 29 33.006,63 11 21.89,0.191,1.14,4.1,0.153,14.25,4.25,161.1,15.24,6.87,161.1,13300+63011N
13 55 24.689,63 11 21.67,0.014,20.32,23.18,0.149,2.42,1.56,117.1,5.92,5.62,117.1,13540+63011N
7 30 20.552,63 11 21.25,0.855,1.07,0.94,0.15,3.77,0,103.3,6.58,3.91,103.3,07300+63011J
14 20 18.012,63 11 21.25,0.014,1.21,1.13,0.14,2.92,0,88.8,6.14,4.5,88.8,14180+63011R
6 55 38.498,63 11 21.22,0.102,1.15,2.57,0.147,7.19,4.81,123.6,8.99,7.23,123.6,06540+63011J
13 48 35.747,63 11 20.56,0.014,31.79,68.63,0.152,7.72,3.94,143.7,9.42,6.68,143.7,13480+63011J
8 50 20.101,63 11 19.85,0.014,16.1,46.56,0.144,9.42,5.58,30.2,10.86,7.76,30.2,08480+63011N
6 59 46.124,63 11 19.38,0.014,2.72,2.38,0.152,1.88,0,159.2,5.72,4.45,159.2,07000+63011J
9 44 21.64,63 11 17.83,0.014,3.15,2.82,0.142,1.23,0,39.5,5.54,4.71,39.5,09420+63011J
8 57 33.671,63 11 16.97,0.014,2.29,8.52,0.128,10.68,7.25,119,11.97,9.04,119,09000+63011N
10 33 20.112,63 11 16.5,0.014,1.81,2.11,0.14,3.02,1.14,171.2,6.19,5.52,171.2,10360+63011J
14 48 48.283,63 11 16.4,0.248,2.88,2.68,0.423,2.77,0,49.5,6.07,4.48,49.5,14480+63011R
8 57 31.727,63 11 16.18,0.014,4.33,21,0.127,17.49,5.52,55.7,18.31,7.72,55.7,09000+63011N
10 28 0.121,63 11 16.01,0.014,8.29,9.13,0.142,2.15,1.15,52.9,5.81,5.52,52.9,10300+63011J
12 36 57.459,63 11 15.84,0.014,12.79,14.49,0.152,2.83,0.47,37.5,6.1,5.42,37.5,12360+63011J
16 40 2.317,63 11 15.4,0.132,1.58,1.1,0.171,0,0,3.3,4.6,4.44,3.3,16420+63011N
7 36 39.623,63 11 15.27,0.131,1.18,0.99,0.155,1.93,0,91.8,5.73,4.27,91.8,07360+63011J
17 36 21.18,63 11 14.24,0.014,1.56,1.41,0.147,2.6,0,155.6,6,4.39,155.6,17360+63011J
7 53 40.87,63 11 13.67,0.014,1.6,3.46,0.153,7.76,3.91,172,9.45,6.67,172,07540+63011M
9 15 44.146,63 11 12.27,0.014,1.21,0.76,0.141,0,0,75.8,4.38,4.19,75.8,09180+63011J
8 57 29.567,63 11 11.14,0.014,9.2,16.93,0.127,6.25,3.61,34.6,8.26,6.49,34.6,09000+63011N
10 2 0.822,63 11 11.12,0.014,49.59,54.35,0.142,2.14,1.05,19.6,5.81,5.5,19.6,10000+63011J
7 33 41.203,63 11 10.38,0.014,1.11,1.51,0.14,7.67,0,172.3,9.38,4.25,172.3,07360+63011J
15 8 44.755,63 11 9.27,0.014,1.54,2.67,0.138,6.53,2.56,54.3,8.47,5.98,54.3,15060+63011J
12 40 27.495,63 11 8.24,0.014,1.86,1.24,0.147,0,0,0.5,4.47,4.35,0.5,12420+63011J
14 29 50.037,63 11 6.89,0.014,81.78,217.92,0.183,8,5.97,31.6,9.65,8.05,31.6,14300+63011N
12 3 55.191,63 11 6.25,0.21,1.25,2.3,0.154,9.4,0,164.5,10.84,4.96,164.5,12060+63011J
13 34 41.191,63 11 5.73,0.771,1.1,1.27,0.15,2.29,1.76,88.8,5.86,5.68,88.8,13360+63011J
16 16 5.852,63 11 4.85,0.014,1.72,1.04,0.142,0,0,36.5,4.75,3.7,36.5,16180+63011J
14 30 34.52,63 11 3.4,0.877,1.25,1.88,0.184,6.53,0,99.1,8.48,5.15,99.1,14300+63011N
16 23 13.728,63 11 3.25,0.014,1.71,1.19,0.151,1.86,0,43.3,5.71,3.56,43.3,16240+63011J
15 55 22.809,63 11 2.9,0.014,7.85,8.04,0.146,1.55,0,169.7,5.62,5.32,169.7,15540+63011J
10 19 58.229,63 11 1.11,0.014,1.12,0.99,0.143,2.33,0,30.6,5.88,4.38,30.6,10180+63011J
10 53 8.22,63 11 1.11,0.014,1.67,1.4,0.149,0,0,86,4.96,4.95,86,10540+63011J
11 43 47.591,63 10 59.93,0.014,1.96,1.57,0.144,1.42,0,8.2,5.58,4.2,8.2,11420+63011J
7 9 24.63,63 10 57.25,0.014,1.8,1.41,0.141,0,0,179.9,4.79,4.74,179.9,07120+63011J
7 29 40.096,63 10 57.15,0.698,1.02,0.91,0.149,1.6,0,64.8,5.63,4.61,64.8,07300+63011J
14 35 48.13,63 10 56.95,0.014,12.79,13.78,0.192,2.55,0,31.3,5.97,5.26,31.3,14360+63011N
12 27 14.684,63 10 56.41,0.014,1.71,1.86,0.14,4.43,0,39,6.98,4.55,39,12300+63011J
10 35 15.914,63 10 55.92,0.014,1.84,1.81,0.148,1.51,0,178.5,5.61,5.1,178.5,10360+63011J
13 7 58.956,63 10 55.33,0.276,1.15,0.64,0.144,0,0,27.5,4.58,3.56,27.5,13060+63011J
12 2 21.374,63 10 54.5,0.647,1.1,0.85,0.156,3.12,0,2.8,6.24,3.63,2.8,12000+63011J
12 36 23.549,63 10 54.03,0.014,30.52,53.87,0.15,7.17,1.93,52.4,8.97,5.74,52.4,12360+63011J
11 5 56.866,63 10 53.27,0.707,1.08,1.5,0.15,7.79,0,29.8,9.48,4.23,29.8,11060+63011J
14 29 48.535,63 10 52.75,0.014,132.19,292.21,0.183,6.54,5.35,25.4,8.48,7.6,25.4,14300+63011N
15 48 28.487,63 10 51.2,0.014,6.28,17.81,0.205,11.28,3.82,116.8,12.51,6.62,116.8,15480+63011J
14 19 14.846,63 10 49.92,0.014,4.55,4.5,0.15,1.57,0,39.1,5.62,5.12,39.1,14180+63011R
7 56 2.73,63 10 49.8,0.014,7.83,7.94,0.137,0.82,0.39,180,5.46,5.41,180,07540+63011M
16 9 29.988,63 10 49.43,0.014,2.32,2.02,0.145,2.7,0,30.1,6.04,4.2,30.1,16120+63011J
9 42 27.03,63 10 49.21,0.014,2.22,2.99,0.169,4.19,1.9,144,6.84,5.73,144,09420+63011J
12 19 46.576,63 10 48.5,0.422,1.14,0.85,0.145,2.49,0,10.7,5.95,3.65,10.8,12180+63011J
8 5 40.239,63 10 48.05,0.016,1.31,1.64,0.157,5.11,0,16.1,7.44,4.93,16.1,08060+63011R
15 21 21.68,63 10 47.29,0.014,47.05,47.81,0.137,0.7,0.68,90,5.44,5.44,90,15240+63011J
16 30 10.257,63 10 46.95,0.014,2.27,2.44,0.151,3.71,0,56.9,6.55,4.76,56.9,16300+63011J
10 28 53.842,63 10 46.85,0.014,32.48,47.96,0.15,4.88,2.42,76,7.28,5.92,76,10300+63011J
15 32 29.859,63 10 46.7,0.016,1.2,2,0.141,5.16,3.55,69.8,7.47,6.46,69.8,15300+63011J
10 52 30.573,63 10 46.55,0.014,7.67,7.8,0.146,1.37,0,64.5,5.57,5.32,64.5,10540+63011J
15 24 13.538,63 10 46.55,0.072,1.11,1.3,0.15,4.99,0,55.5,7.36,4.67,55.5,15240+63011J
6 54 28.881,63 10 43.95,0.538,1.05,1.63,0.154,10.94,0,144.7,12.2,3.72,144.7,06540+63011J
16 41 41.402,63 10 43.21,0.737,1.58,2.77,0.242,7.13,1.89,69.7,8.95,5.72,69.7,16420+63011N
13 57 36.999,63 10 42.74,0.04,1.21,1.25,0.142,2.81,0,34.2,6.09,4.94,34.2,14000+63011N
8 50 2.525,63 10 42.67,0.014,1.49,2.28,0.15,5.63,1.91,68.5,7.8,5.73,68.5,08480+63011N
16 48 41.662,63 10 41.86,0.306,1.19,1.01,0.15,3.3,0,9.1,6.33,3.93,9.1,16480+63011N
13 48 38.078,63 10 41.66,0.014,37.31,67.77,0.15,5.43,4.33,151.8,7.65,6.92,151.8,13480+63011J
12 41 26.652,63 10 41.29,0.014,16.51,17.26,0.152,1.5,0.66,15.8,5.6,5.44,15.8,12420+63011J
10 42 40.484,63 10 40.55,0.014,1.39,1.32,0.15,3.52,0,115.8,6.44,4.29,115.8,10420+63011J
12 29 32.059,63 10 40.5,0.014,2.26,2.35,0.154,2.02,0,90.7,5.77,5.27,90.7,12300+63011J
15 43 49.874,63 10 39.99,0.014,5.7,5.5,0.142,1.68,0,22.1,5.65,4.98,22.1,15420+63011J
16 25 52.66,63 10 39.1,0.014,3.79,3.48,0.144,0.61,0,38.5,5.43,4.93,38.5,16240+63011J
10 29 57.957,63 10 38.46,0.688,1.09,0.96,0.148,2.05,0,12.2,5.78,4.47,12.2,10300+63011J
14 49 39.018,63 10 37.78,0.525,2.29,2.31,0.361,5.07,0,146.6,7.41,3.98,146.6,14480+63011R
8 37 8.925,63 10 37.33,0.014,1.62,3.23,0.153,9.03,1.16,81,10.52,5.52,81,08360+63011J
10 33 19.908,63 10 37.21,0.014,1.64,2.08,0.139,3.69,1.66,136.9,6.54,5.65,136.9,10360+63011J
14 48 48.978,63 10 37.21,0.293,2.98,4.2,0.419,10.6,0,34,11.9,3.46,34,14480+63011R
8 2 32.038,63 10 37.14,0.014,2.78,2.69,0.135,2.56,0,173.4,5.98,4.72,173.4,08000+63011R
8 37 7.368,63 10 36.99,0.014,2.24,2.57,0.153,3.42,0,52.9,6.39,5.24,52.9,08360+63011J
8 48 39.795,63 10 36.59,0.014,4,3.71,0.176,1.05,0,36.1,5.5,4.92,36.1,08480+63011N
7 12 28.728,63 10 35.69,0.014,4.82,4.71,0.154,1.76,0,35.5,5.68,5.02,35.5,07120+63011J
7 4 18.179,63 10 35.27,0.014,1.28,1.73,0.149,4.17,2.09,17.2,6.82,5.79,17.2,07060+63011J
9 55 35.274,63 10 34.87,0.285,1.06,0.92,0.148,0,0,166.2,5.23,4.78,166.2,09540+63011J
8 58 30.409,63 10 33.96,0.014,1.51,4.85,0.142,12.17,4.5,73.9,13.31,7.03,73.9,09000+63011N
10 28 49.895,63 10 33.2,0.014,2.19,4.65,0.15,8.01,3.44,110.5,9.66,6.4,110.5,10300+63011J
6 55 44.627,63 10 32.07,0.014,4.18,5.29,0.147,3.42,2.01,106,6.39,5.76,106,06540+63011J
16 31 35.941,63 10 32.02,0.014,2.66,1.96,0.15,0,0,25.1,5.28,4.07,25.1,16300+63011J
8 49 34.094,63 10 29.71,0.014,91.66,107.29,0.162,2.91,1.34,60.6,6.14,5.56,60.6,08480+63011N
6 55 43.565,63 10 29.66,0.014,2.02,3.58,0.147,7.73,0.87,155.7,9.43,5.47,155.7,06540+63011J
15 32 28.364,63 10 28.6,0.014,7.62,8.32,0.14,2.74,0,22.9,6.05,5.26,22.9,15300+63011J
12 37 28.421,63 10 26.93,0.014,5.1,6.17,0.148,4,0,61.7,6.72,5.25,61.7,12360+63011J
11 8 14.474,63 10 26.83,0.014,4.56,4.54,0.142,1.15,0,25.2,5.52,5.26,25.2,11060+63011J
12 27 9.186,63 10 26.61,0.014,3.6,4.11,0.139,4.01,0,45,6.72,4.94,45,12300+63011J
14 32 46.239,63 10 26.51,0.806,1.01,1.93,0.143,8.72,0.58,105.7,10.25,5.43,105.7,14300+63011N
9 45 12.364,63 10 25.9,0.014,7.73,7.85,0.139,1.18,0,28.7,5.53,5.36,28.7,09480+63011J
11 19 6.356,63 10 25.8,0.014,4.96,5.7,0.15,3.44,0,79.4,6.4,5.22,79.4,11180+63011J
14 15 58.602,63 10 24.84,0.014,1.33,0.71,0.142,0,0,90.2,3.97,3.96,90.2,14180+63011R
15 11 23.85,63 10 24.08,0.014,2.55,2.55,0.151,1.7,0,60.7,5.66,5.16,60.7,15120+63011J
17 9 49.94,63 10 23.46,0.014,5.71,5.75,0.139,1.53,0,65.7,5.61,5.24,65.7,17120+63011J
14 18 44.612,63 10 21.89,0.014,1.31,1.78,0.15,4.51,1.57,151.9,7.03,5.62,151.9,14180+63011R
11 50 30.813,63 10 21.45,0.385,1.06,3.62,0.139,13.85,3.97,59.4,14.87,6.7,59.4,11480+63011M
16 12 30.78,63 10 21.15,0.014,1.58,2.63,0.151,6.56,1.78,44.4,8.5,5.69,44.4,16120+63011J
8 42 53.469,63 10 20.88,0.014,77.25,81.09,0.152,1.35,1.04,24.4,5.57,5.5,24.4,08420+63011J
17 11 30.829,63 10 20.19,0.014,4.31,4.8,0.147,2.85,0,28.6,6.11,5.31,28.6,17120+63011J
12 52 3.692,63 10 19.87,0.014,6.12,6.02,0.149,1.68,0,177.5,5.66,5.07,177.5,12540+63011J
14 49 39.903,63 10 19.63,0.324,2.49,3.13,0.361,6.55,0,155.5,8.49,4.32,155.5,14480+63011R
6 55 44.568,63 10 19.21,0.014,5.79,8.03,0.147,3.54,3.18,110.5,6.45,6.27,110.5,06540+63011J
10 2 33.77,63 10 17.64,0.014,36.58,37.8,0.141,1.44,0,50.8,5.59,5.39,50.8,10000+63011J
7 45 44.987,63 10 17.56,0.014,4.02,4.34,0.143,1.95,0.99,0,5.74,5.49,0,07480+63011M
15 0 30.067,63 10 16.87,0.014,4.29,4.43,0.148,1.84,0,158,5.71,5.27,158,15000+63011J
13 17 29.348,63 10 16.16,0.136,1.13,2.07,0.151,8.24,0,151.2,9.86,5.39,151.2,13180+63011N
7 4 25.408,63 10 16.04,0.304,1.1,1.13,0.15,3.15,0,8.9,6.25,4.78,8.9,07060+63011J
9 39 1.062,63 10 14.98,0.014,5.52,9.26,0.138,6.82,1.58,147.9,8.7,5.63,147.9,09420+63011J
13 14 38.988,63 10 14.81,0.014,1.71,1.29,0.142,1.51,0,168.6,5.61,3.92,168.6,13120+63011J
13 18 17.057,63 10 13.43,0.014,1.9,1.27,0.149,0,0,35.4,4.71,4.11,35.4,13180+63011N
14 35 13.381,63 10 13.16,0.181,1.39,0.83,0.18,0,0,30.2,4.79,3.65,30.2,14360+63011N
11 5 54.056,63 10 12.77,0.098,1.24,1.68,0.148,4.97,0,49.1,7.34,5.38,49.1,11060+63011J
7 24 7.69,63 10 12.38,0.195,1.26,1.68,0.148,4.91,0,96.1,7.3,5.36,96.1,07240+63011J
15 32 26.663,63 10 12.35,0.014,1.26,2.03,0.14,7.94,0,37.1,9.6,4.88,37.1,15300+63011J
8 37 48.726,63 10 11.15,0.014,44.41,56.57,0.149,3.67,1.79,142.5,6.53,5.69,142.5,08360+63011J
14 54 54.294,63 10 10.6,0.014,1.15,0.93,0.147,1.62,0,151.8,5.64,4.22,151.8,14540+63011R
10 49 26.988,63 10 9.62,0.014,5.63,6.22,0.146,1.74,1.73,89.4,5.67,5.67,89.4,10480+63011J
13 22 13.134,63 10 9.55,0.014,2.19,1.65,0.145,0,0,40.9,5.01,4.38,40.9,13240+63011N
17 19 14.862,63 10 8.44,0.014,54.38,66.5,0.149,3.25,1.69,117.7,6.3,5.66,117.7,17180+63011J
